sec,mm,N,mm (normalized),strain,stress
96.75634766,4.909097683,22441.01172,4.908366441,0.084018597,492087845.5
96.7662735,4.908468574,22439.54883,4.907737333,0.084007828,492055767.2
96.77620697,4.909252282,22439.31055,4.908521041,0.084021243,492050542.1
96.78613281,4.910449032,22441.39453,4.90971779,0.084041729,492096239.9
96.79605865,4.911457654,22444.41797,4.910726412,0.084058994,492162538
96.80599213,4.911414348,22439.9082,4.910683106,0.084058252,492063647.6
96.81591797,4.911861382,22439.11719,4.911130141,0.084065904,492046302.1
96.82584381,4.911968019,22436.22266,4.911236777,0.08406773,491982830.7
96.83577728,4.912611097,22439.24609,4.911879855,0.084078738,492049128.8
96.84570313,4.913314711,22440.09961,4.91258347,0.084090782,492067844.7
96.85562897,4.914048593,22442.86914,4.913317352,0.084103344,492128575.2
96.86556244,4.914168734,22440.08594,4.913437492,0.0841054,492067544.9
96.87548828,4.915285856,22440.45508,4.914554614,0.084124523,492075639.5
96.88541412,4.915442783,22444.63867,4.914711542,0.084127209,492167377.6
96.8953476,4.915772006,22443.30273,4.915040764,0.084132844,492138083.1
96.90527344,4.916516598,22446.61328,4.915785357,0.08414559,492210676.9
96.91519928,4.916728009,22450.79492,4.915996767,0.084149209,492302372.2
96.92513275,4.916616715,22447.33008,4.915885474,0.084147304,492226394.9
96.93505859,4.917963408,22448.28125,4.917232166,0.084170355,492247252.2
96.94498444,4.918154329,22447.25391,4.917423087,0.084173624,492224724.6
96.95491791,4.9189399,22448.74219,4.918208658,0.08418707,492257359.7
96.96484375,4.918594845,22447.81445,4.917863603,0.084181164,492237016.3
96.97476959,4.919403698,22452.67188,4.918672457,0.08419501,492343530.1
96.98470306,4.919673316,22451.50586,4.918942075,0.084199625,492317961.7
96.99462891,4.921272397,22453.53516,4.920541155,0.084226997,492362460.2
97.00455475,4.921479151,22455.05664,4.920747909,0.084230536,492395823.4
97.01448822,4.921551794,22455.07227,4.920820552,0.084231779,492396166
97.02441406,4.922426306,22457.29492,4.921695064,0.084246749,492444904.6
97.0343399,4.922811873,22456.0625,4.922080632,0.084253349,492417880
97.04427338,4.923190922,22458.08008,4.92245968,0.084259837,492462121.5
97.05419922,4.923400469,22456.71094,4.922669227,0.084263424,492432098.9
97.06412506,4.924590234,22460.79102,4.923858992,0.08428379,492521567.1
97.07405853,4.92460141,22462.59961,4.923870168,0.084283981,492561226.1
97.08398438,4.925671034,22462.34961,4.924939792,0.08430229,492555744.1
97.09391022,4.925943911,22459.1582,4.925212669,0.084306961,492485762.7
97.10384369,4.926345777,22459.12305,4.925614535,0.08431384,492484991.8
97.11376953,4.927102011,22463.4043,4.926370769,0.084326785,492578871.3
97.12369537,4.926993046,22462.30664,4.926261804,0.08432492,492554801.9
97.13362885,4.927841946,22463.85742,4.927110705,0.084339451,492588807.5
97.14355469,4.927878268,22462.4668,4.927147026,0.084340072,492558313.8
97.15348053,4.928718787,22465.21289,4.927987545,0.08435446,492618530.3
97.163414,4.928875249,22466.18945,4.928144007,0.084357138,492639944.4
97.17333984,4.930553958,22467.46484,4.929822716,0.084385873,492667911.2
97.18326569,4.929827061,22469.41602,4.929095819,0.084373431,492710696.7
97.19319916,4.931118805,22468.70313,4.930387563,0.084395542,492695064.3
97.203125,4.931546282,22468.80078,4.93081504,0.084402859,492697205.8
97.21305084,4.931589123,22469.06445,4.930857881,0.084403593,492702987.6
97.22298431,4.932854325,22470.80469,4.932123083,0.08442525,492741147.5
97.23291016,4.932702053,22469.17188,4.931970812,0.084422643,492705343.1
97.242836,4.93386481,22469.80859,4.933133568,0.084442547,492719305.1
97.25276947,4.933528602,22472.22266,4.93279736,0.084436792,492772240.8
97.26269531,4.934816156,22472.83984,4.934084914,0.084458831,492785774.6
97.27262115,4.935229197,22474.45898,4.934497956,0.084465901,492821279.2
97.28255463,4.935345147,22471.96484,4.934613905,0.084467886,492766587.5
97.29248047,4.936190322,22471.32227,4.93545908,0.084482353,492752497
97.30240631,4.936271813,22471.57031,4.935540571,0.084483748,492757936.2
97.31233978,4.93758684,22468.81445,4.936855599,0.084506258,492697505.6
97.32226563,4.937473219,22464.12891,4.936741977,0.084504313,492594760.6
97.33219147,4.93877707,22466.76758,4.938045829,0.084526632,492652621.6
97.34212494,4.939117469,22466.29297,4.938386227,0.084532459,492642214.3
97.35205078,4.938379396,22464.82031,4.937648154,0.084519825,492609921.8
97.36197662,4.939734936,22462.35938,4.939003694,0.084543028,492555958.2
97.3719101,4.940279759,22463.8418,4.939548518,0.084552354,492588464.9
97.38183594,4.940597806,22463.31055,4.939866564,0.084557798,492576815.6
97.39176178,4.941538442,22467.33594,4.9408072,0.084573899,492665084.6
97.40169525,4.941236228,22463.58008,4.940504986,0.084568726,492582725.9
97.41162109,4.941842519,22464.5918,4.941111277,0.084579104,492604910.9
97.42154694,4.942698404,22468.42969,4.941967163,0.084593755,492689068.4
97.43148041,4.942873493,22469.2168,4.942142251,0.084596752,492706328.2
97.44140625,4.943558946,22471.09375,4.942827705,0.084608485,492747486.1
97.45133209,4.944224842,22469.29492,4.9434936,0.084619884,492708041.3
97.46126556,4.944476765,22469.62305,4.943745523,0.084624196,492715236.4
97.47119141,4.945328459,22469.36133,4.944597218,0.084638775,492709497.5
97.48111725,4.945634864,22470.01563,4.944903623,0.08464402,492723844.9
97.49105072,4.946168512,22470.98047,4.94543727,0.084653154,492745002.1
97.50097656,4.946772475,22467.30469,4.946041233,0.084663493,492664399.3
97.5109024,4.94701555,22467.22266,4.946284308,0.084667653,492662600.5
97.52083588,4.94755432,22468.86133,4.946823078,0.084676876,492698533.4
97.53076172,4.94803302,22468.19531,4.947301778,0.08468507,492683929
97.54068756,4.948205315,22470.55273,4.947474073,0.084688019,492735622.7
97.55062103,4.949511494,22473.25195,4.948780253,0.084710377,492794811.3
97.56054688,4.949463997,22475.19336,4.948732755,0.084709564,492837382.6
97.57047272,4.950497299,22476.38086,4.949766058,0.084727252,492863422.2
97.58040619,4.95069474,22478.17188,4.949963498,0.084730632,492902695.7
97.59033203,4.951173905,22478.96875,4.950442664,0.084738834,492920169.6
97.60025787,4.951575771,22481.92188,4.950844529,0.084745713,492984925.9
97.61019135,4.951991607,22480.34766,4.951260365,0.084752831,492950406.3
97.62011719,4.951780196,22481.45117,4.951048955,0.084749212,492974604.3
97.63004303,4.95334249,22487.91992,4.952611248,0.084775954,493116451.4
97.6399765,4.953671712,22485.31445,4.952940471,0.08478159,493059318.5
97.64990234,4.954232834,22485.08789,4.953501593,0.084791195,493054350.5
97.65982819,4.955572542,22484.78516,4.9548413,0.084814127,493047712.1
97.66976166,4.954496399,22485.3418,4.953765157,0.084795706,493059918.1
97.6796875,4.955865443,22485.25586,4.955134201,0.084819141,493058033.7
97.68961334,4.956344608,22484.89844,4.955613367,0.084827343,493050196.1
97.69954681,4.956807941,22483.87305,4.9560767,0.084835274,493027711.3
97.70947266,4.956796765,22483.03125,4.956065524,0.084835083,493009252.3
97.7193985,4.95768711,22483.54297,4.956955868,0.084850323,493020473.3
97.72933197,4.958331585,22483.85742,4.957600343,0.084861355,493027368.7
97.73925781,4.958527163,22484.70898,4.957795921,0.084864703,493046041.8
97.74918365,4.959319718,22486.86523,4.958588477,0.084878269,493093324.2
97.75911713,4.960071295,22486.15234,4.959340054,0.084891134,493077691.9
97.76904297,4.960555118,22487.19727,4.959823876,0.084899416,493100605
97.77896881,4.961016122,22486.38086,4.960284881,0.084907307,493082702.8
97.78890228,4.961199593,22489.54297,4.960468351,0.084910448,493152041.7
97.79882813,4.961186554,22492.63867,4.960455313,0.084910224,493219924.4
97.80875397,4.961815197,22490.61914,4.961083955,0.084920985,493175640
97.81868744,4.962987266,22491.3457,4.962256025,0.084941048,493191572.2
97.82861328,4.963175859,22492.46484,4.962444618,0.084944276,493216112.7
97.83853912,4.964224994,22492.20117,4.963493753,0.084962235,493210330.9
97.8484726,4.963518586,22488.20508,4.962787344,0.084950143,493122704.3
97.85839844,4.964638036,22490.65625,4.963906794,0.084969305,493176453.8
97.86832428,4.964835476,22491.43164,4.964104234,0.084972685,493193456.6
97.87825775,4.965846427,22492.58594,4.965115185,0.084989989,493218768.1
97.88818359,4.966363776,22492.30859,4.965632535,0.084998845,493212686.5
97.89810944,4.965846427,22492.54492,4.965115185,0.084989989,493217868.7
97.90804291,4.966866225,22497.30859,4.966134983,0.085007446,493322326.8
97.91796875,4.967808258,22497.88672,4.967077016,0.085023571,493335003.9
97.92789459,4.967947025,22498.42383,4.967215783,0.085025946,493346781.7
97.93782806,4.9691936,22499.45117,4.968462358,0.085047284,493369309.4
97.94775391,4.969477654,22501.08789,4.968746412,0.085052147,493405199.4
97.95767975,4.969071131,22501.00977,4.96833989,0.085045188,493403486.3
97.96761322,4.970488138,22504.89258,4.969756897,0.085069444,493488628.8
97.97753906,4.970696755,22504.93164,4.969965513,0.085073015,493489485.4
97.9874649,4.97107394,22507.27344,4.970342699,0.085079471,493540836.5
97.99739838,4.972043447,22508.0625,4.971312206,0.085096067,493558139.1
98.00732422,4.972593393,22504.92383,4.971862152,0.08510548,493489314.1
98.01725006,4.972854629,22501.94922,4.972123388,0.085109952,493424086.7
98.02718353,4.973855801,22500.98828,4.973124559,0.085127089,493403015.2
98.03710938,4.973851144,22501.36523,4.973119903,0.08512701,493411281
98.04703522,4.97471448,22497.89258,4.973983239,0.085141788,493335132.4
98.05696869,4.974689335,22497.1582,4.973958093,0.085141357,493319029
98.06689453,4.975411575,22493.42969,4.974680334,0.08515372,493237269.9
98.07682037,4.976490047,22496.07422,4.975758805,0.085172181,493295259.3
98.08675385,4.976501688,22493.45898,4.975770447,0.08517238,493237912.3
98.09667969,4.976805765,22490.83594,4.976074524,0.085177585,493180394
98.10660553,4.977262579,22490.55078,4.976531337,0.085185405,493174141.1
98.116539,4.978659097,22485.33594,4.977927855,0.085209309,493059789.7
98.12646484,4.97844303,22486.96094,4.977711789,0.085205611,493095422.7
98.13639069,4.979308695,22487.14844,4.978577453,0.085220429,493099534.3
98.14632416,4.979472142,22490.07031,4.9787409,0.085223227,493163605.3
98.15625,4.980296362,22489.06445,4.979565121,0.085237335,493141548.8
98.16617584,4.979994148,22489.26172,4.979262906,0.085232162,493145874.4
98.17610931,4.980859347,22494.30664,4.980128105,0.085246972,493256499.8
98.18603516,4.981799517,22495.41797,4.981068275,0.085263065,493280869
98.195961,4.98143211,22496.24023,4.980700868,0.085256776,493298899.7
98.20589447,4.982085899,22497.91016,4.981354657,0.085267967,493335517.9
98.21582031,4.982687533,22495.34375,4.981956291,0.085278266,493279241.6
98.22574615,4.983677994,22503.71094,4.982946753,0.08529522,493462717.7
98.23567963,4.983723164,22504.77734,4.982991922,0.085295993,493486102
98.24560547,4.984218162,22508.30273,4.98348692,0.085304466,493563406.9
98.25553131,4.984815605,22505.85742,4.984084363,0.085314693,493509786
98.26546478,4.985233303,22511.04102,4.984502062,0.085321843,493623452.1
98.27539063,4.985914566,22509.28516,4.985183324,0.085333504,493584949.6
98.28531647,4.986359738,22511.63672,4.985628496,0.085341125,493636514.8
98.29524994,4.986820742,22513.76172,4.986089501,0.085349016,493683111.9
98.30517578,4.98841051,22516.39258,4.987679268,0.085376228,493740801.5
98.31510162,4.988566972,22515.81836,4.987835731,0.085378907,493728210
98.3250351,4.988587461,22517.17188,4.98785622,0.085379257,493757890
98.33496094,4.988878034,22516.92969,4.988146792,0.085384231,493752579.3
98.34488678,4.989793524,22516.77734,4.989062283,0.085399902,493749238.7
98.35482025,4.990177229,22519.84961,4.989445987,0.08540647,493816607.5
98.36474609,4.990436137,22513.17383,4.989704895,0.085410902,493670220.6
98.37467194,4.991204012,22513.95117,4.990472771,0.085424046,493687266.2
98.38460541,4.991692025,22511.46289,4.990960784,0.0854324,493632703
98.39453125,4.991960246,22508.03906,4.991229004,0.085436991,493557625.1
98.40445709,4.992884118,22509.49023,4.992152876,0.085452805,493589446.5
98.41439056,4.992961418,22513.46875,4.992230176,0.085454128,493676687.6
98.42431641,4.992947448,22509.30078,4.992216206,0.085453889,493585292.2
98.43424225,4.993874114,22511.58203,4.993142872,0.085469751,493635315.6
98.44417572,4.994998686,22513.31445,4.994267444,0.085489001,493673304.2
98.45410156,4.995052703,22513.66211,4.994321461,0.085489926,493680927.6
98.4640274,4.995713942,22516.42383,4.9949827,0.085501244,493741486.8
98.47396088,4.995749798,22512.80469,4.995018556,0.085501858,493662126
98.48388672,4.996156786,22512.81055,4.995425544,0.085508825,493662254.5
98.49381256,4.997167271,22508.99219,4.996436029,0.085526122,493578525.3
98.50374603,4.99713514,22511.43359,4.996403898,0.085525572,493632060.6
98.51367188,4.998259712,22514.50586,4.99752847,0.085544821,493699429.4
98.52359772,4.998404533,22510.31445,4.997673291,0.0855473,493607520
98.53353119,4.999413155,22509.69531,4.998681913,0.085564565,493593943.5
98.54345703,4.999605939,22510.11914,4.998874697,0.085567865,493603237.2
98.55338287,4.999889992,22511.91406,4.999158751,0.085572728,493642596.4
98.56331635,5.000711884,22511.76367,4.999980643,0.085586796,493639298.6
98.57324219,5.001456942,22513.59961,5.000725701,0.08559955,493679557.1
98.58316803,5.00232866,22513.9082,5.001597419,0.085614471,493686324
98.5931015,5.001947284,22514.45508,5.001216042,0.085607943,493698315.9
98.60302734,5.00265602,22513.22266,5.001924779,0.085620075,493671291.3
98.61295319,5.002839956,22513.41211,5.002108715,0.085623223,493675445.6
98.62288666,5.003627855,22516.34961,5.002896614,0.08563671,493739859.3
98.6328125,5.004122853,22513.18359,5.003391612,0.085645183,493670434.7
98.64273834,5.005723797,22515.62109,5.004992555,0.085672587,493723884.4
98.65267181,5.005399231,22513.98242,5.004667989,0.085667032,493687951.5
98.66259766,5.006098654,22514.76172,5.005367412,0.085679004,493705039.9
98.6725235,5.006568972,22515.12695,5.00583773,0.085687055,493713048.8
98.68245697,5.006730091,22515.58398,5.005998849,0.085689813,493723070.6
98.69238281,5.00721857,22512.04688,5.006487328,0.085698174,493645508.7
98.70230865,5.008195061,22510.99023,5.00746382,0.085714889,493622338.6
98.71224213,5.008256063,22511.53516,5.007524821,0.085715933,493634287.7
98.72216797,5.008462816,22511.21484,5.007731575,0.085719472,493627263.9
98.73209381,5.008991808,22510.88672,5.008260566,0.085728527,493620068.7
98.74202728,5.010206718,22513.5293,5.009475476,0.085749323,493678015.3
98.75195313,5.010279827,22511.25977,5.009548585,0.085750575,493628248.9
98.76187897,5.010777153,22512.70313,5.010045911,0.085759088,493659899
98.77181244,5.010974593,22512.66211,5.010243352,0.085762468,493658999.6
98.78173828,5.011607893,22512.43164,5.010876651,0.085773308,493653945.8
98.79166412,5.012586713,22516.79688,5.011855471,0.085790063,493749667
98.8015976,5.012616049,22518.20508,5.011884808,0.085790565,493780546.1
98.81152344,5.013190676,22516.38477,5.012459434,0.085800401,493740630.2
98.82144928,5.013249815,22520.61328,5.012518573,0.085801413,493833353.4
98.83138275,5.013819784,22517.4668,5.013088542,0.08581117,493764357.1
98.84130859,5.014696624,22526.00586,5.013965382,0.085826179,493951602.1
98.85123444,5.014819093,22522.38281,5.014087851,0.085828275,493872155.7
98.86116791,5.015888717,22524.625,5.015157475,0.085846585,493921322.6
98.87109375,5.015831906,22526.35156,5.015100665,0.085845612,493959182.7
98.88101959,5.016674288,22527.66602,5.015943046,0.085860032,493988006.1
98.89095306,5.01696486,22531.02539,5.016233619,0.085865005,494061670.7
98.90087891,5.018340889,22528.68555,5.017609648,0.08588856,494010362.5
98.91080475,5.017952994,22531.4082,5.017221752,0.08588192,494070065
98.92073822,5.01939049,22531.94922,5.018659248,0.085906526,494081928.5
98.93066406,5.019086413,22532.63672,5.018355171,0.085901321,494097004
98.9405899,5.020516925,22531.91992,5.019785683,0.085925808,494081286
98.95052338,5.020462442,22532.0918,5.019731201,0.085924875,494085054.9
98.96044922,5.020898301,22533.49219,5.02016706,0.085932336,494115762.8
98.97037506,5.021009594,22531.28711,5.020278353,0.085934241,494067409.7
98.98030853,5.021613557,22529.69922,5.020882315,0.085944579,494032590.3
98.99023438,5.022699479,22531.1582,5.021968237,0.085963167,494064583
99.00016022,5.022471771,22528.33398,5.021740529,0.08595927,494002653.4
99.01009369,5.022991914,22529,5.022260673,0.085968173,494017257.8
99.02001953,5.023916252,22533.80664,5.02318501,0.085983995,494122658.1
99.02994537,5.024481565,22531.29492,5.023750323,0.085993672,494067581
99.03987885,5.024611484,22533.20508,5.023880243,0.085995896,494109467
99.04980469,5.025113001,22532.14648,5.02438176,0.086004481,494086254.1
99.05973053,5.026162602,22535.85352,5.02543136,0.086022447,494167542.1
99.069664,5.026148632,22534.72266,5.025417391,0.086022208,494142744.6
99.07958984,5.026777741,22531.51953,5.026046499,0.086032977,494072506.3
99.08951569,5.027488805,22532.95898,5.026757564,0.086045148,494104070.7
99.09944916,5.027129781,22529.88477,5.026398539,0.086039003,494036659
99.109375,5.028170068,22531.66992,5.027438826,0.08605681,494075804
99.11930084,5.028304178,22530.69531,5.027572937,0.086059105,494054432.7
99.12923431,5.029094405,22530.91992,5.028363164,0.086072632,494059358
99.13916016,5.029662047,22531.16406,5.028930805,0.086082349,494064711.5
99.149086,5.029764026,22531.25977,5.029032785,0.086084094,494066810.1
99.15901947,5.030970089,22534.03906,5.030238847,0.086104739,494127754.7
99.16894531,5.031630863,22534.08594,5.030899621,0.08611605,494128782.6
99.17887115,5.031917244,22534.79297,5.031186003,0.086120952,494144286.4
99.18880463,5.032537039,22534.38477,5.031805798,0.086131561,494135335.3
99.19873047,5.032457411,22536.80469,5.03172617,0.086130198,494188399.5
99.20865631,5.032913759,22536.31641,5.032182518,0.08613801,494177692.4
99.21858978,5.033315625,22537.9375,5.032584383,0.086144888,494213239.9
99.22851563,5.03461482,22542.25781,5.033883578,0.086167127,494307975.9
99.23844147,5.03474893,22542.86914,5.034017689,0.086169423,494321381.2
99.24837494,5.035539158,22546.48828,5.034807916,0.08618295,494400741.9
99.25830078,5.035881884,22547.38867,5.035150643,0.086188816,494420485.7
99.26822662,5.035598297,22543.00781,5.034867055,0.086183962,494324422
99.2781601,5.036813207,22544.01758,5.036081965,0.086204758,494346564.2
99.28808594,5.03712194,22544.55664,5.036390699,0.086210043,494358384.8
99.29801178,5.03828004,22542.90234,5.037548798,0.086229866,494322109.2
99.30794525,5.038229749,22541.27539,5.037498507,0.086229006,494286433.3
99.31787109,5.03870938,22544.64453,5.037978138,0.086237216,494360312
99.32779694,5.039492622,22544.125,5.03876138,0.086250623,494348919.7
99.33773041,5.039386451,22542.59961,5.03865521,0.086248805,494315470.9
99.34765625,5.040868651,22545.73242,5.040137409,0.086274177,494384167.4
99.35758209,5.042127334,22541.85938,5.041396092,0.086295722,494299239
99.36751556,5.04090311,22541.33008,5.040171868,0.086274767,494287632.5
99.37744141,5.042024888,22543.01367,5.041293646,0.086293969,494324550.5
99.38736725,5.042260978,22547.56641,5.041529737,0.08629801,494424383.1
99.39730072,5.042767618,22548.11914,5.042036376,0.086306682,494436503.5
99.40722656,5.043301266,22548.12109,5.042570024,0.086315817,494436546.3
99.4171524,5.043623503,22544.82813,5.042892262,0.086321333,494364337.9
99.42708588,5.043929908,22546.00977,5.043198667,0.086326578,494390249
99.43701172,5.044722464,22546.63086,5.043991222,0.086340144,494403868.4
99.44693756,5.045937374,22546.44336,5.045206133,0.08636094,494399756.8
99.45687103,5.046040285,22548.30664,5.045309044,0.086362702,494440615
99.46679688,5.046500824,22546.39648,5.045769583,0.086370585,494398729
99.47672272,5.046414211,22546.04297,5.04568297,0.086369103,494390977.1
99.48665619,5.046982318,22543.7793,5.046251077,0.086378827,494341339.1
99.49658203,5.047750194,22550.61719,5.047018952,0.086391971,494491280.8
99.50650787,5.048376508,22548.39648,5.047645266,0.086402692,494442585.1
99.51644135,5.04921237,22543.39258,5.048481128,0.086417,494332859.1
99.52636719,5.049207713,22545.55078,5.048476472,0.08641692,494380184.3
99.53629303,5.04946243,22547.57227,5.048731189,0.08642128,494424511.6
99.5462265,5.051154178,22552.80273,5.050422936,0.086450239,494539205.6
99.55615234,5.050436594,22551.0957,5.049705352,0.086437955,494501773.7
99.56607819,5.051631015,22551.41016,5.050899773,0.086458401,494508669.1
99.57601166,5.052157678,22554.83008,5.051426436,0.086467416,494583661.3
99.5859375,5.052629858,22557.06836,5.051898617,0.086475498,494632742.5
99.59586334,5.052813794,22557.64648,5.052082553,0.086478647,494645419.6
99.60579681,5.053881556,22558.50977,5.053150314,0.086496924,494664349.7
99.61572266,5.054617301,22558.73438,5.053886059,0.086509518,494669275
99.6256485,5.054078996,22560.03516,5.053347755,0.086500304,494697798.6
99.63558197,5.055464339,22557.89844,5.054733097,0.086524017,494650944.5
99.64550781,5.055557471,22558.65234,5.054826229,0.086525612,494667476.2
99.65543365,5.056011491,22557.48828,5.055280249,0.086533383,494641950.6
99.66536713,5.055637099,22556.16016,5.054905857,0.086526975,494612827.4
99.67529297,5.057123955,22560.15625,5.056392714,0.086552426,494700453.9
99.68521881,5.057269707,22560.18945,5.056538466,0.086554921,494701182
99.69515228,5.057390314,22556.92578,5.056659072,0.086556985,494629616
99.70507813,5.058591254,22562.38867,5.057860012,0.086577542,494749406.6
99.71500397,5.059686024,22565.92969,5.058954782,0.086596282,494827054.2
99.72493744,5.059408955,22566.24219,5.058677714,0.086591539,494833906.7
99.73486328,5.059917457,22565.05469,5.059186216,0.086600243,494807867.2
99.74478912,5.060478579,22569.05664,5.059747338,0.086609848,494895622.2
99.7547226,5.060977768,22568.87109,5.060246527,0.086618393,494891553.5
99.76464844,5.061959382,22567.68555,5.061228141,0.086635196,494865556.8
99.77457428,5.062245298,22567.00781,5.061514057,0.08664009,494850695.4
99.78450775,5.062776618,22569.76758,5.062045376,0.086649185,494911211.7
99.79443359,5.063147284,22565.99609,5.062416042,0.08665553,494828510.4
99.80435944,5.064118654,22566.60547,5.063387412,0.086672157,494841872.8
99.81429291,5.064273253,22564.13867,5.063542011,0.086674803,494787780.7
99.82421875,5.065036472,22562.61719,5.06430523,0.086687868,494754417.5
99.83414459,5.065324716,22559.71875,5.064593475,0.086692802,494690860.4
99.84407806,5.065781064,22561.79297,5.065049823,0.086700613,494736344
99.85400391,5.06631704,22561.32227,5.065585799,0.086709788,494726022.4
99.86392975,5.06645767,22558.17383,5.065726429,0.086712195,494656983.3
99.87386322,5.067213904,22561.24219,5.066482662,0.08672514,494724266.4
99.88378906,5.066984799,22561.74805,5.066253557,0.086721218,494735358.9
99.8937149,5.068637896,22563.00977,5.067906655,0.086749515,494763026
99.90364838,5.068463273,22563.58789,5.067732032,0.086746526,494775703.2
99.91357422,5.06962603,22564.93359,5.068894788,0.086766429,494805211.8
99.92350006,5.070429761,22566.81641,5.069698519,0.086780187,494846498.2
99.93343353,5.070413928,22562.6582,5.069682687,0.086779916,494755316.9
99.94335938,5.070911255,22564.00781,5.070180013,0.086788429,494784911.2
99.95328522,5.071067717,22564.36523,5.070336475,0.086791107,494792748.8
99.96321869,5.072269589,22562.67383,5.071538347,0.08681168,494755659.5
99.97314453,5.072357599,22564.44922,5.071626357,0.086813187,494794590.4
99.98307037,5.072008353,22561.85742,5.071277111,0.086807208,494737757.3
99.99300385,5.073168315,22563.14844,5.072437073,0.086827064,494766066.8
100.0029297,5.074567162,22564.27148,5.07383592,0.086851009,494790693
100.0128555,5.074120127,22566.25586,5.073388885,0.086843356,494834206.5
100.022789,5.074376706,22566.60547,5.073645464,0.086847748,494841872.8
100.0327148,5.075076129,22566.61133,5.074344888,0.086859721,494842001.3
100.0426407,5.075607449,22568.48047,5.074876207,0.086868816,494882987.9
100.0525742,5.076484289,22569.60547,5.075753047,0.086883825,494907657
100.0625,5.076863337,22571.57031,5.076132096,0.086890313,494950742.2
100.0724258,5.076545291,22571.16211,5.075814049,0.086884869,494941791.1
100.0823593,5.078228191,22572.75781,5.077496949,0.086913676,494976781.7
100.0922852,5.077925976,22572.84375,5.077194735,0.086908503,494978666.2
100.102211,5.078194197,22573.05273,5.077462956,0.086913094,494983248.8
100.1121445,5.078607704,22575.3125,5.077876463,0.086920172,495032801.1
100.1220703,5.080174655,22572.04102,5.079443413,0.086946994,494961063.8
100.1319962,5.080605857,22575.74609,5.079874615,0.086954375,495042309
100.1419296,5.080932751,22572.63867,5.08020151,0.086959971,494974169.2
100.1518555,5.081518553,22575.79688,5.080787312,0.086969998,495043422.5
100.1617813,5.081659183,22573.8457,5.080927941,0.086972406,495000637.1
100.1717148,5.082586315,22578.08008,5.081855073,0.086988276,495093488.7
100.1816406,5.08320611,22579.11523,5.082474868,0.086998885,495116187.7
100.1915665,5.082978867,22579.57227,5.082247625,0.086994995,495126209.5
100.2014999,5.083580967,22580.5957,5.082849725,0.087005302,495148651.5
100.2114258,5.08457562,22581.25586,5.083844378,0.087022328,495163127.4
100.2213516,5.084450822,22582.05469,5.083719581,0.087020191,495180644.2
100.2312851,5.08488901,22579.06641,5.084157768,0.087027692,495115117
100.2412109,5.086324178,22583.19531,5.085592936,0.087052258,495205655.9
100.2511368,5.086446647,22583.08398,5.085715405,0.087054355,495203214.7
100.2610703,5.086882506,22580.75586,5.086151264,0.087061816,495152163.4
100.2709961,5.087566562,22579.89844,5.08683532,0.087073525,495133361.8
100.2809219,5.088649224,22581.86719,5.087917983,0.087092057,495176532.7
100.2908554,5.087493453,22580.42969,5.086762212,0.087072273,495145011.1
100.3007813,5.089616869,22577.18945,5.088885627,0.087108621,495073959
100.3107071,5.089705344,22578.28906,5.088974103,0.087110135,495098071.3
100.3206406,5.090080202,22575.86328,5.08934896,0.087116552,495044878.7
100.3305664,5.090525374,22572.65625,5.089794132,0.087124172,494974554.7
100.3404922,5.090838764,22568.50781,5.090107522,0.087129536,494883587.5
100.3504257,5.091651343,22567.99219,5.090920101,0.087143446,494872280.8
100.3603516,5.09221945,22568.28516,5.091488208,0.08715317,494878705.1
100.3702774,5.092296749,22568.82813,5.091565508,0.087154493,494890611.3
100.3802109,5.093275569,22572.69336,5.092544328,0.087171248,494975368.4
100.3901367,5.093936343,22570.66602,5.093205101,0.087182559,494930912.7
100.4000626,5.093672778,22569.30859,5.092941537,0.087178048,494901147.1
100.409996,5.093738437,22574.35156,5.093007195,0.087179171,495011729.6
100.4199219,5.09447651,22578.22461,5.093745268,0.087191805,495096658
100.4298477,5.095748231,22579.05273,5.095016989,0.087213574,495114817.2
100.4397812,5.096338689,22578.38672,5.095607448,0.087223681,495100212.7
100.449707,5.096584093,22582.82422,5.095852851,0.087227882,495197518.5
100.4596329,5.097199231,22578.51367,5.09646799,0.087238411,495102996.6
100.4695663,5.097810179,22581.93359,5.097078937,0.087248869,495177988.8
100.4794922,5.098237656,22582.71094,5.097506414,0.087256186,495195034.5
100.489418,5.09887794,22583.99609,5.098146699,0.087267147,495223215.5
100.4993515,5.098777823,22584.18555,5.098046582,0.087265433,495227369.8
100.5092773,5.099186208,22585.12305,5.098454966,0.087272423,495247927.3
100.5192032,5.099740811,22585.44141,5.099009569,0.087281917,495254908.3
100.5291367,5.10049006,22586.85352,5.099758818,0.087294742,495285873.2
100.5390625,5.101096816,22590.02344,5.100365575,0.087305128,495355383.4
100.5489883,5.102179479,22591.38477,5.101448237,0.08732366,495385234.7
100.5589218,5.102030002,22585.6875,5.10129876,0.087321102,495260304.7
100.5688477,5.102588795,22582.38867,5.101857553,0.087330667,495187967.8
100.5787735,5.102615803,22584.80664,5.101884562,0.087331129,495240989.2
100.588707,5.103789736,22586.88281,5.103058494,0.087351224,495286515.6
100.5986328,5.103853066,22587.58984,5.103121824,0.087352308,495302019.4
100.6085587,5.105168559,22590.06055,5.104437317,0.087374826,495356197.1
100.6184921,5.105075426,22588.62109,5.104344185,0.087373232,495324632.7
100.628418,5.105833523,22587.73438,5.105102281,0.087386208,495305188.7
